Person1,Person2,type
1334,2118,acquaintance
365,870,acquaintance
415,676,friend
1234,870,best friend
303,1364,best friend
898,2219,acquaintance
2703,1645,friend
138,666,acquaintance
583,661,best friend
768,1223,acquaintance
727,449,acquaintance
1094,1363,friend
2450,887,acquaintance
1366,1155,acquaintance
2264,466,acquaintance
1998,2668,best friend
706,1584,best friend
368,540,acquaintance
2070,2354,acquaintance
168,2516,friend
1035,2312,acquaintance
2945,676,acquaintance
2397,1732,acquaintance
220,1109,friend
221,2047,friend
639,785,friend
824,1091,acquaintance
672,2836,acquaintance
1560,732,best friend
832,2321,acquaintance
1221,2277,friend
2108,2076,friend
2857,2078,acquaintance
488,230,acquaintance
1217,398,acquaintance
2233,1241,acquaintance
2892,839,acquaintance
1686,2568,acquaintance
2257,1991,friend
653,1538,friend
1490,2022,acquaintance
746,2945,friend
323,2590,acquaintance
2808,1502,acquaintance
650,2958,acquaintance
1015,1975,friend
303,1664,friend
1577,1269,friend
2628,1757,acquaintance
364,1470,friend
1162,824,friend
1577,2472,best friend
1140,310,acquaintance
2245,1458,acquaintance
755,2318,friend
1861,1480,friend
2651,2635,acquaintance
479,2735,friend
2138,793,acquaintance
2115,2399,acquaintance
454,765,friend
538,668,acquaintance
2438,2903,acquaintance
2567,168,acquaintance
1851,2258,friend
1307,887,acquaintance
898,569,acquaintance
39,2571,acquaintance
2249,1908,acquaintance
1566,1860,friend
819,431,friend
2268,941,acquaintance
1153,1497,acquaintance
427,69,acquaintance
1482,1311,acquaintance
2901,321,acquaintance
852,1386,acquaintance
1772,340,friend
760,853,friend
873,2320,acquaintance
898,2992,acquaintance
526,2140,friend
1891,2445,acquaintance
2464,883,friend
2555,2661,acquaintance
1795,513,acquaintance
677,1099,acquaintance
260,1082,acquaintance
1069,689,acquaintance
1768,815,acquaintance
1634,1616,acquaintance
207,1645,friend
1077,661,acquaintance
427,2861,acquaintance
1986,1496,friend
2123,995,friend
2083,2773,best friend
1514,2190,acquaintance
147,1949,friend
2524,2290,acquaintance
853,348,friend
612,2924,friend
1544,1645,acquaintance
2995,2859,best friend
1120,839,acquaintance
2750,2406,acquaintance
1518,2010,best friend
1252,1526,acquaintance
2022,2551,friend
2575,916,friend
363,2058,acquaintance
706,1561,acquaintance
1986,1838,best friend
454,2555,acquaintance
417,2229,acquaintance
2915,221,acquaintance
2724,758,acquaintance
2476,1152,friend
642,65,friend
1766,358,friend
1897,2154,acquaintance
2608,1501,friend
306,1785,friend
95,1458,friend
2233,479,acquaintance
1658,1850,friend
953,542,acquaintance
2361,33,acquaintance
2108,1542,friend
340,0,acquaintance
832,207,acquaintance
247,1345,acquaintance
1091,1884,acquaintance
1402,727,friend
2817,1114,acquaintance
2614,1438,acquaintance
2594,2225,acquaintance
2594,1727,acquaintance
1507,2324,acquaintance
138,2300,friend
1162,2364,friend
48,1799,acquaintance
2373,2940,friend
1998,694,acquaintance
2390,469,acquaintance
668,2488,acquaintance
1546,2573,friend
1950,413,acquaintance
2097,971,acquaintance
2431,2939,best friend
2486,2621,friend
184,2556,acquaintance
985,1672,acquaintance
2389,1481,acquaintance
534,2476,acquaintance
759,1430,acquaintance
1861,86,friend
2331,1899,friend
734,1052,acquaintance
1284,2817,acquaintance
336,2820,acquaintance
349,746,acquaintance
2479,2015,acquaintance
1217,1181,acquaintance
853,901,friend
0,2399,acquaintance
1199,711,acquaintance
1683,362,friend
2010,2018,acquaintance
1669,1991,acquaintance
426,2446,friend
1577,1281,acquaintance
2929,1757,acquaintance
1047,1823,friend
2288,1252,acquaintance
0,1602,acquaintance
1943,1394,friend
105,1786,friend
2183,2550,acquaintance
445,1863,best friend
1463,693,acquaintance
1980,1664,acquaintance
403,1755,acquaintance
368,189,acquaintance
1860,554,friend
318,1560,acquaintance
847,2002,acquaintance
1393,1415,acquaintance
2311,2635,acquaintance
1688,2255,acquaintance
2183,2255,friend
2155,2291,acquaintance
2018,2773,acquaintance
2549,1502,acquaintance
580,1465,best friend
360,2881,acquaintance
2288,901,acquaintance
2721,488,acquaintance
1223,1176,acquaintance
1625,1002,acquaintance
2002,1881,acquaintance
1534,2241,friend
1750,1622,acquaintance
1041,1875,acquaintance
741,2781,friend
2192,2181,best friend
1546,1832,acquaintance
2199,403,acquaintance
1100,653,acquaintance
26,1841,acquaintance
1214,1429,acquaintance
2488,1674,best friend
86,2680,friend
233,741,friend
1908,1574,best friend
217,1285,acquaintance
1909,1943,friend
677,768,acquaintance
433,507,friend
122,666,acquaintance
2618,1373,acquaintance
26,1495,acquaintance
2915,1994,acquaintance
326,2735,acquaintance
1606,2386,best friend
368,214,acquaintance
434,2424,acquaintance
1997,736,acquaintance
419,1326,acquaintance
1507,2572,acquaintance
2033,640,acquaintance
105,975,acquaintance
580,177,best friend
2189,2696,acquaintance
2,45,acquaintance
2073,1503,acquaintance
633,1772,acquaintance
369,2872,acquaintance
1429,2909,best friend
1989,289,friend
532,653,friend
2287,2108,friend
1418,2000,acquaintance
1943,275,best friend
79,147,friend
2826,64,friend
489,2954,friend
2209,2018,acquaintance
569,482,friend
1185,2264,acquaintance
1796,1497,acquaintance
676,1351,acquaintance
1518,2972,friend
523,2954,acquaintance
2617,1625,acquaintance
1402,160,acquaintance
2076,2268,acquaintance
2318,2003,acquaintance
2903,1832,acquaintance
2635,513,acquaintance
1077,1591,acquaintance
1686,7,friend
2978,156,acquaintance
2821,166,acquaintance
251,2446,acquaintance
706,2906,acquaintance
1050,542,acquaintance
1526,1385,acquaintance
2563,941,friend
1285,2006,acquaintance
79,1727,friend
2389,2524,acquaintance
427,1075,acquaintance
2241,1915,friend
2295,297,friend
33,2939,friend
1283,640,acquaintance
1797,1888,acquaintance
2874,2146,acquaintance
1533,2972,acquaintance
1776,398,friend
951,1446,friend
1242,1871,acquaintance
129,2594,acquaintance
303,1463,acquaintance
1762,884,friend
1447,1784,friend
761,948,acquaintance
2538,2296,acquaintance
2482,418,acquaintance
862,765,acquaintance
1091,1241,friend
365,800,acquaintance
1740,1509,friend
1997,668,acquaintance
2534,2324,acquaintance
1172,1991,friend
1397,38,friend
823,1598,acquaintance
2874,740,acquaintance
1176,1465,acquaintance
138,426,acquaintance
747,2126,best friend
2392,580,acquaintance
1100,959,acquaintance
980,321,friend
2777,703,acquaintance
1560,2311,acquaintance
1634,2154,acquaintance
1307,2095,friend
1970,2233,acquaintance
1205,2927,acquaintance
310,2364,acquaintance
1429,703,friend
2903,1458,best friend
275,26,acquaintance
601,1667,friend
2743,210,acquaintance
1897,344,acquaintance
289,1767,acquaintance
413,1602,acquaintance
1393,2415,acquaintance
1223,189,acquaintance
96,1120,acquaintance
2288,805,acquaintance
2571,1949,acquaintance
2313,2342,acquaintance
2628,1766,acquaintance
1331,397,friend
1281,2608,acquaintance
1653,1517,acquaintance
748,1808,best friend
2820,138,friend
497,1908,acquaintance
1211,2227,friend
2232,433,acquaintance
375,1775,acquaintance
1002,1608,friend
2076,506,acquaintance
2657,956,acquaintance
786,1888,acquaintance
1561,899,acquaintance
1307,415,friend
1950,1602,friend
1546,2,acquaintance
1609,2973,acquaintance
1902,2165,friend
1851,2556,acquaintance
661,532,friend
2204,652,acquaintance
1269,404,acquaintance
1338,1688,acquaintance
2873,1411,acquaintance
274,220,acquaintance
760,535,acquaintance
2564,40,acquaintance
1808,1507,friend
2915,1151,friend
2000,1654,acquaintance
1381,39,best friend
1085,2146,best friend
168,1204,acquaintance
2945,2385,acquaintance
1045,384,friend
26,460,friend
491,1751,acquaintance
740,1898,friend
1401,189,acquaintance
1892,1606,acquaintance
2696,2799,acquaintance
2307,743,friend
364,2690,friend
427,2129,acquaintance
2602,1315,best friend
1860,1865,friend
483,2247,acquaintance
173,2924,friend
1544,1783,best friend
2821,2872,friend
2727,2696,acquaintance
95,823,best friend
2924,1214,acquaintance
862,819,friend
2115,491,friend
2530,1511,best friend
2478,1531,acquaintance
2022,1029,acquaintance
2602,2465,acquaintance
2601,50,friend
1768,1693,acquaintance
2377,1521,acquaintance
2798,173,acquaintance
1630,1393,friend
1455,2678,acquaintance
706,894,best friend
2334,1501,best friend
1027,1521,acquaintance
922,1354,acquaintance
1230,268,acquaintance
2334,1094,friend
562,2464,friend
1902,1044,acquaintance
1075,1298,acquaintance
1884,523,acquaintance
445,1977,acquaintance
303,887,acquaintance
542,1299,acquaintance
1756,697,acquaintance
2624,1534,acquaintance
336,1012,acquaintance
2637,1786,friend
842,2213,friend
831,2556,friend
275,842,acquaintance
298,1801,acquaintance
1509,504,acquaintance
82,2530,friend
1991,399,acquaintance
39,1461,acquaintance
820,2628,friend
2399,2264,friend
1374,981,acquaintance
1394,1654,friend
1326,2477,acquaintance
2699,2773,acquaintance
1875,650,acquaintance
1988,642,friend
147,949,friend
2995,1804,friend
666,1836,acquaintance
2995,1513,friend
884,2233,acquaintance
2287,418,acquaintance
2213,2624,friend
336,531,acquaintance
1050,40,friend
2637,1898,friend
1242,661,acquaintance
1718,1491,acquaintance
200,2073,friend
537,949,acquaintance
1664,2287,acquaintance
2479,978,friend
220,697,friend
138,807,acquaintance
2364,1031,acquaintance
2861,1884,acquaintance
1997,2420,acquaintance
941,1283,acquaintance
1805,1653,acquaintance
2861,978,friend
298,1854,acquaintance
1205,375,friend
244,1077,acquaintance
2355,1823,acquaintance
1762,1301,acquaintance
298,184,acquaintance
540,2635,friend
2181,1209,acquaintance
7,2232,acquaintance
426,1686,acquaintance
1548,2799,acquaintance
2490,659,friend
1155,248,friend
1514,2694,acquaintance
1053,822,friend
1693,2927,acquaintance
1246,1031,friend
1242,1381,best friend
1863,1561,friend
2331,2538,friend
1135,2575,acquaintance
2621,156,acquaintance
1762,2116,friend
2339,1299,friend
50,2199,acquaintance
1289,2490,acquaintance
344,1221,acquaintance
519,734,acquaintance
569,2095,acquaintance
2950,636,acquaintance
583,1014,acquaintance
1756,132,acquaintance
2018,1566,acquaintance
2924,96,acquaintance
571,585,acquaintance
2540,1962,acquaintance
445,2478,acquaintance
1732,1860,friend
948,1159,friend
1784,780,friend
1334,886,acquaintance
1665,1294,acquaintance
2909,306,acquaintance
1659,2874,friend
26,985,acquaintance
1373,318,acquaintance
845,1153,friend
1334,1796,acquaintance
40,48,acquaintance
1816,2321,acquaintance
39,2973,friend
1027,2129,acquaintance
1786,2123,acquaintance
1298,748,acquaintance
1244,243,acquaintance
385,2002,acquaintance
1651,2992,acquaintance
1598,2518,acquaintance
2661,486,acquaintance
2140,1094,acquaintance
288,1159,acquaintance
1047,323,friend
2155,1145,friend
2889,862,acquaintance
1490,689,acquaintance
2564,2311,friend
1584,2781,acquaintance
385,2929,acquaintance
2573,1948,acquaintance
1246,768,acquaintance
2678,1960,acquaintance
2259,2602,best friend
233,2899,acquaintance
1892,2555,best friend
1908,427,acquaintance
2123,1012,acquaintance
174,2296,friend
2953,2842,acquaintance
1980,1674,friend
823,666,acquaintance
1333,122,friend
95,2881,acquaintance
38,510,acquaintance
815,2837,best friend
1234,1871,acquaintance
1769,1205,acquaintance
2146,1591,acquaintance
1672,693,acquaintance
1697,870,acquaintance
2203,286,acquaintance
672,2929,acquaintance
2165,2047,friend
40,1311,acquaintance
2183,1658,friend
2533,2361,friend
1538,2015,acquaintance
689,0,acquaintance
2995,495,acquaintance
1397,39,friend
2258,956,acquaintance
1598,1546,acquaintance
1749,1783,acquaintance
45,2338,acquaintance
1015,793,acquaintance
1517,2962,acquaintance
291,2799,best friend
323,2852,acquaintance
995,1579,acquaintance
1140,1634,acquaintance
980,668,friend
1865,746,acquaintance
760,983,acquaintance
2735,1979,best friend
2203,2860,friend
1811,1298,acquaintance
1863,1413,acquaintance
2773,2476,acquaintance
1458,959,friend
1490,857,acquaintance
2743,1252,friend
105,2460,acquaintance
2852,2538,acquaintance
2953,1127,acquaintance
1828,980,acquaintance
2316,1230,acquaintance
326,1503,acquaintance
1298,1504,friend
522,2509,friend
2482,1153,acquaintance
535,933,acquaintance
1659,820,friend
2533,2743,acquaintance
2047,1751,acquaintance
1277,755,acquaintance
810,2334,acquaintance
459,115,acquaintance
2120,1851,best friend
1850,207,acquaintance
867,2575,acquaintance
1834,1534,acquaintance
2389,812,acquaintance
62,2259,acquaintance
1221,879,acquaintance
1994,583,acquaintance
2847,2934,best friend
1351,1727,acquaintance
1232,2290,friend
1285,1896,friend
40,1284,friend
1979,1514,acquaintance
434,1975,friend
1938,355,friend
1641,1634,acquaintance
1853,1769,acquaintance
1015,1828,acquaintance
2183,1960,acquaintance
1311,243,friend
1080,103,best friend
1025,1091,acquaintance
1298,793,acquaintance
1381,1041,friend
140,532,friend
1796,1122,friend
1162,1825,acquaintance
115,642,friend
1980,384,friend
365,1502,acquaintance
1050,0,acquaintance
45,1100,acquaintance
2622,1634,acquaintance
1531,247,acquaintance
351,397,acquaintance
941,1757,acquaintance
258,823,acquaintance
2678,1397,acquaintance
2534,1723,acquaintance
1891,2078,friend
522,477,friend
2651,1122,acquaintance
1429,1861,acquaintance
486,13,acquaintance
946,857,friend
397,786,friend
2861,1497,friend
297,697,acquaintance
184,2133,friend
1962,1991,acquaintance
1064,2028,acquaintance
1608,786,best friend
214,1503,acquaintance
1082,727,acquaintance
1775,1291,acquaintance
823,2992,acquaintance
1723,1664,friend
425,785,acquaintance
1281,734,best friend
830,2375,acquaintance
623,564,friend
2950,807,acquaintance
1241,425,acquaintance
526,2556,friend
2031,2214,friend
221,2545,friend
1015,2145,friend
647,2002,acquaintance
2478,2186,acquaintance
508,1577,friend
1614,2842,acquaintance
2661,1159,friend
344,2123,friend
2105,2732,acquaintance
2001,847,acquaintance
1622,1390,acquaintance
2031,105,friend
1651,947,acquaintance
1704,1507,acquaintance
1153,363,friend
1973,727,acquaintance
2181,2915,acquaintance
2428,401,acquaintance
495,420,friend
1333,1053,acquaintance
1291,1076,acquaintance
571,477,acquaintance
1625,1533,acquaintance
1479,2572,acquaintance
2732,2513,acquaintance
326,1495,acquaintance
2277,1211,best friend
2373,534,acquaintance
2181,496,acquaintance
883,2249,acquaintance
2503,1252,friend
349,1900,acquaintance
2545,321,acquaintance
1447,2995,acquaintance
1029,2906,acquaintance
1214,2878,acquaintance
642,1114,acquaintance
2192,2446,acquaintance
1031,1799,acquaintance
824,2058,acquaintance
1041,2564,friend
2354,1544,friend
612,921,acquaintance
1988,2503,acquaintance
1234,2596,acquaintance
2622,2694,friend
2249,2058,acquaintance
2495,321,acquaintance
1223,348,acquaintance
2001,340,best friend
2828,2291,acquaintance
2684,1559,best friend
2977,26,friend
2778,2509,friend
2678,884,acquaintance
1004,1563,friend
1366,1521,friend
1381,650,acquaintance
2339,492,friend
699,2881,acquaintance
2556,1335,acquaintance
2892,2608,acquaintance
1817,2281,acquaintance
1751,694,acquaintance
522,1502,acquaintance
2024,288,acquaintance
385,2227,best friend
1781,665,friend
1283,1704,best friend
510,79,acquaintance
727,1035,acquaintance
2281,727,acquaintance
580,1122,acquaintance
1463,901,best friend
1667,642,friend
306,1098,acquaintance
1360,879,friend
1458,40,acquaintance
694,2886,acquaintance
2194,1834,friend
1386,1390,best friend
2651,207,acquaintance
2635,386,acquaintance
394,2950,acquaintance
445,1064,acquaintance
1949,1865,acquaintance
2355,355,acquaintance
884,1757,acquaintance
1294,460,acquaintance
1294,1470,friend
706,611,acquaintance
530,1805,friend
286,2703,friend
507,275,friend
842,1950,acquaintance
1545,1430,acquaintance
147,1094,acquaintance
250,2555,friend
1294,1674,acquaintance
79,1973,acquaintance
1252,1518,friend
1491,2786,friend
884,1964,acquaintance
1162,348,acquaintance
889,365,acquaintance
2386,1075,friend
1674,1065,acquaintance
2524,19,acquaintance
1298,956,acquaintance
1623,2559,acquaintance
736,694,friend
1808,1401,best friend
1783,491,acquaintance
207,2938,acquaintance
2232,1234,friend
1359,1411,friend
1624,2934,friend
2887,1381,acquaintance
2097,2477,friend
921,2562,acquaintance
1686,1921,acquaintance
245,326,friend
479,886,acquaintance
504,2097,best friend
899,1511,acquaintance
2445,2357,friend
2083,711,friend
2635,2947,acquaintance
960,858,acquaintance
1989,1152,friend
1964,82,acquaintance
1949,386,acquaintance
1236,1653,friend
995,547,friend
736,2978,acquaintance
506,86,acquaintance
703,1394,acquaintance
1459,2110,friend
2377,540,friend
697,2852,friend
761,2861,acquaintance
1075,659,best friend
2227,1269,acquaintance
2313,1713,acquaintance
2472,2189,friend
1334,2479,friend
1757,479,friend
795,356,acquaintance
1907,247,acquaintance
1230,95,friend
1299,2249,acquaintance
694,2336,acquaintance
2606,2873,friend
756,425,acquaintance
2397,2268,acquaintance
2550,1002,acquaintance
1544,653,acquaintance
1002,983,acquaintance
2311,985,acquaintance
173,1140,friend
1544,1584,friend
706,2696,acquaintance
353,768,friend
1548,531,acquaintance
1331,348,friend
173,677,acquaintance
1241,2735,friend
2,980,acquaintance
2287,1785,friend
2123,250,acquaintance
1459,1234,acquaintance
1861,741,friend
1436,417,acquaintance
2168,1429,acquaintance
1520,403,friend
1911,2853,friend
1307,1711,friend
2823,1908,acquaintance
2477,2395,acquaintance
2482,2207,acquaintance
668,585,friend
2939,1300,acquaintance
2386,250,acquaintance
894,2193,acquaintance
1973,2768,friend
398,1875,acquaintance
2078,2721,acquaintance
2509,1568,acquaintance
2389,676,acquaintance
173,562,friend
1590,1750,friend
2241,482,friend
303,1950,best friend
40,2465,acquaintance
753,449,acquaintance
2209,2282,friend
1333,1999,acquaintance
2001,1625,acquaintance
